
filename,"10.1007s1045002200355x.G2.308K.Isotherm1"
DOI,"10.1007/s10450-022-00355-x"
articleSource,"Figure 5"
date,"2022-02-11"
digitizer,"NIST FACT Lab"
adsorbent
hashkey,"NIST-MATDB-2be4718f0af306b55d864f82e3b82850"
name,"Ammonium ZSM-5"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,"exp"
temperature,"308"
tabular_data,"1"
isotherm_type,"excess"
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"2.0E-6"
total_adsorption,"-0.009291"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"-0.009291"
line_id,"2"
pressure,"0.124114"
total_adsorption,"0.553802"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.553802"
line_id,"3"
pressure,"0.272235"
total_adsorption,"0.90729"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.90729"
line_id,"4"
pressure,"0.658682"
total_adsorption,"1.45668"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.45668"
line_id,"5"
pressure,"1.83794"
total_adsorption,"2.15499"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.15499"
line_id,"6"
pressure,"2.916"
total_adsorption,"2.42885"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.42885"
line_id,"7"
pressure,"3.99404"
total_adsorption,"2.59241"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.59241"
line_id,"8"
pressure,"5.04255"
total_adsorption,"2.70322"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.70322"
line_id,"9"
pressure,"6.05019"
total_adsorption,"2.78257"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.78257"
line_id,"10"
pressure,"7.07129"
total_adsorption,"2.84856"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.84856"
line_id,"11"
pressure,"8.10918"
total_adsorption,"2.90289"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.90289"
line_id,"12"
pressure,"9.1326"
total_adsorption,"2.94352"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.94352"
line_id,"13"
pressure,"10.1648"
